name,host_name,neighbourhood,room_type,price_per_night,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,bathrooms,bedrooms,host_response_rate,review_scores_value,host_response_time
"Bright, spacious, home to call home.",Brian,Roslindale,Entire home/apt,251,29,5,0.07,1,95,0,1.5,4,50,5.0,within a day
"Renovated, Spacious Studio, Near BC, BU, Porch",STARS Of,Brighton,Entire home/apt,124,29,6,0.09,11,119,0,1.0,0,100,4.83,within an hour
Drastic price reduction 6 month rental-IN BACK BAY,Michelle,Fenway,Entire home/apt,173,120,0,0.0,12,363,0,1.0,0,93,4.7,within a few hours
A Lovely Private Victorian Studio with Kitchenette,Aaron,Dorchester,Private room,126,1,193,2.68,3,257,31,1.0,1,100,4.82,within an hour
Elegant & Clean Room close to Subway and Downtown,Roman,Dorchester,Private room,72,29,19,0.27,3,205,0,1.0,1,100,4.68,within a few hours
"Blueground | S. Boston, gym & doorman, nr t",Blueground,South Boston,Entire home/apt,271,32,2,0.04,369,166,0,1.0,1,99,4.5,within an hour
"Cute, quiet 2br house near South End",Joanie,Roxbury,Entire home/apt,89,3,24,0.34,1,6,1,1.5,2,100,4.88,within an hour
Luxury Boston Condo,Joseph,East Boston,Entire home/apt,168,2,21,0.29,1,48,4,1.0,1,100,4.76,within an hour
Sonder The Hancock | Superior 1BR Apartment,Sonder (Boston),Beacon Hill,Entire home/apt,474,1,166,2.34,18,0,42,1.0,1,100,4.3,within an hour
Sonder The Hancock | Ground-Floor Full Studio,Sonder (Boston),Beacon Hill,Entire home/apt,296,1,183,2.73,18,0,44,1.0,0,100,4.34,within an hour
Private basement guest room in a cozy home,Lelia,Roslindale,Private room,50,29,65,0.91,1,137,3,1.0,1,100,4.85,within an hour
"Charming Back Bay, Beacon St. Apt. w/ Private Roof",Rebecca,Back Bay,Entire home/apt,242,3,140,1.97,1,164,17,1.0,1,90,4.61,within a few hours
"Blueground | South End, laundry, nr t stops",Blueground,Back Bay,Entire home/apt,216,32,1,0.01,369,292,0,1.0,0,99,1.0,within an hour
LUXURY CONDO BEST LOCATION IN BOSTON,Karl,Downtown,Entire home/apt,343,91,0,0.0,2,365,0,3.0,2,100,4.7,Unknown
LUxury condo in downtown Boston best location,Karl,Downtown,Entire home/apt,343,91,0,0.0,2,358,0,3.0,2,100,4.7,Unknown
Boston Studio Near Downtown,Brittany,Jamaica Plain,Entire home/apt,149,29,134,1.94,1,285,0,1.0,1,100,4.68,Unknown
Comfortable Boston Bedroom 03,Antonio,Dorchester,Private room,112,1,144,2.04,7,144,42,1.0,1,100,4.8,within an hour
Boston Queen Bedroom 204,Antonio,Dorchester,Private room,107,1,104,1.47,7,151,33,1.0,1,100,4.74,within an hour
Private bedroom in South Boston nr Downtown 130-1A,Mac,South Boston,Private room,40,91,3,0.04,3,90,0,2.0,1,100,4.67,Unknown
Private bedroom in South Boston nr Downtown 130-1C,Mac,South Boston,Private room,58,91,1,0.01,3,90,0,2.0,6,100,4.0,Unknown
"Blueground | S. End, laundry, nr t stops",Blueground,Back Bay,Entire home/apt,216,32,1,0.02,369,275,0,1.0,0,99,4.0,within an hour
109S15 | The Strathmore 15 | 1BR 1B w/AC | Private,Lance,Brighton,Entire home/apt,116,30,14,0.21,58,343,7,1.0,1,87,4.5,within a few hours
#B203 private AC full size bed 全楼禁烟Boston,Anne,Dorchester,Private room,85,29,10,0.15,12,260,1,2.0,1,100,4.4,within an hour
#B202 Private Room Near Umass Boston,Weihai,Dorchester,Private room,57,29,8,0.17,5,321,2,2.0,1,100,4.63,Unknown
Natural Woods Luxury Condo sound prf/Fitness HEPA.,Holly,Roxbury,Entire home/apt,616,2,35,0.67,1,365,3,2.5,2,100,4.43,within a few hours
1863 House Bed and  Breakfast M307 Room 2,Marie,South End,Private room,210,3,71,1.01,6,84,8,1.0,1,100,4.94,within a few hours
Modern Efficiency Studio Awaits Your Stay!,Bv,Bay Village,Private room,93,2,96,1.37,13,179,11,1.0,1,100,4.09,within an hour
Roslindale first floor full size bed,Lynda,Roslindale,Private room,68,29,0,0.0,16,82,0,1.0,1,100,4.7,within an hour
"Blueground | S. End, nr shops, restaurants & t",Blueground,Back Bay,Entire home/apt,259,32,0,0.0,369,60,0,1.0,1,99,4.7,within an hour
1 Bed Apartment,Kelly,East Boston,Entire home/apt,143,29,31,0.44,1,179,0,1.0,1,100,4.94,Unknown
Large Private Bedroom in Unique and Spacious Condo,Mauryn,Jamaica Plain,Private room,190,30,2,0.9,1,88,2,1.0,1,100,5.0,within an hour
Room near MBTA Forest Hills w/ private living room,Sherwin,Roslindale,Private room,43,29,11,0.16,8,132,2,1.0,1,100,4.82,within an hour
Modern Efficiency Studio Awaits Your Stay!,Bv,Bay Village,Private room,105,2,57,0.82,13,188,13,1.0,1,100,4.04,within an hour
Beautiful 2 bedroom in historical Fort Hill Boston,Adler,Roxbury,Entire home/apt,243,1,337,6.01,1,55,65,1.0,2,100,4.74,within an hour
Spacious Long Term Private Room Close to Downtown,Teresa & Jonathan,Roxbury,Private room,60,29,18,0.27,5,333,3,1.0,1,100,4.67,within an hour
Private Designed Bedroom Long Term by Downtown,Teresa & Jonathan,Roxbury,Private room,58,29,17,0.27,5,113,3,1.0,1,100,4.82,within an hour
Private Trendy modern escape from home,Amenata,Hyde Park,Entire home/apt,129,29,5,0.07,3,134,0,1.0,1,0,5.0,a few days or more
"One Bedroom , Top Floor",Nick,Roxbury,Entire home/apt,175,91,0,0.0,4,270,0,1.0,1,100,4.7,within a day
5BR Boston Apartment – Ideal for Families & Groups,Caleb,Dorchester,Entire home/apt,445,2,84,1.62,2,362,6,1.0,5,100,4.65,within an hour
Room at Brigham Circle on T Subway Station,Colbert,Mission Hill,Private room,100,5,3,0.04,2,11,2,1.5,1,100,3.33,within an hour
Luxury Beacon Hill Condo With Private Patio/Garden,Sean,Beacon Hill,Entire home/apt,225,32,4,0.21,1,269,3,1.5,1,70,5.0,within a day
Fully Furnished Long Term Bedroom by Downtown,Teresa & Jonathan,Roxbury,Private room,58,29,13,0.27,5,302,2,1.0,1,100,4.77,within an hour
A minute walk from the Red line (Shawmut) Room 1,Yuki,Dorchester,Private room,52,32,3,0.05,5,0,0,1.0,1,100,5.0,within a few hours
"Apartment w/Parking, minutes to airport / Downtown",Joseph,East Boston,Entire home/apt,246,2,206,3.05,1,293,40,1.0,3,100,4.93,within an hour
🎖The Ashmont Apartment | Close to Subway/Downtown,Heriberto,Dorchester,Entire home/apt,189,2,216,3.29,3,200,51,2.0,2,100,4.77,within an hour
"Blueground | Brighton, a/c, nr hospital",Blueground,Brighton,Entire home/apt,242,32,0,0.0,369,171,0,1.0,2,99,4.7,within an hour
201C monthly rental room with private bath BU Med,Ann,Roxbury,Private room,45,91,0,0.0,4,90,0,1.0,1,100,4.7,Unknown
Bay Village Suites: Perfect Studio Ready For You!,Bv,Bay Village,Private room,111,2,65,0.99,13,184,7,1.0,1,100,3.86,within an hour
Steps away from the Shawmut station!!(room 2),Yuki,Dorchester,Private room,48,30,7,0.12,5,322,2,1.0,1,100,5.0,within a few hours
Blue Waters - Harbor View,Melissa,Charlestown,Private room,336,1,50,1.42,8,60,19,2.0,1,100,4.86,within an hour
Sutton Comfort Room 1,Elisio,Mattapan,Private room,68,1,67,1.02,2,113,0,1.0,1,0,4.78,a few days or more
Back Bay-Around corner from Famous Newbury St,Michelle,Back Bay,Entire home/apt,130,91,0,0.0,12,364,0,1.0,1,93,4.7,within a few hours
Spacious 3BR | Family Favorite | Downtown Boston!,Weiping,Downtown,Entire home/apt,597,3,160,4.13,1,251,30,1.0,3,100,4.94,within an hour
Bright Spacious Apt w/ Free On Street Parking,Greg And Alicia,Dorchester,Entire home/apt,105,29,13,0.2,2,187,0,1.0,3,80,4.62,within a few hours
"Perfect Spot, Affordable Studio!",Bv,Bay Village,Private room,111,2,104,1.54,13,179,19,1.0,1,100,4.42,within an hour
"NEW! Boston Condo Near MBTA, 3Mi to Fenway! (U1)",Frank,Roxbury,Entire home/apt,201,3,148,2.22,4,299,12,1.0,2,100,4.77,within an hour
"NEW! Boston Condo Near MBTA, 3Mi to Fenway ! (U3)",Frank,Roxbury,Entire home/apt,250,2,125,1.87,4,315,7,1.0,3,100,4.61,within an hour
"Private 1 Bdr, 4 minute walk to T near Reservoir",Vadim,Brighton,Entire home/apt,138,29,0,0.0,1,195,0,1.0,1,100,4.7,Unknown
"Perfect Boston Apartment, Book Today & Enjoy!",Bv,Bay Village,Private room,111,2,105,1.59,13,176,27,1.0,1,100,4.17,within an hour
The Boxer Boston Deluxe Double,The Boxer Hotel,Downtown,Private room,457,1,3,0.06,3,340,0,1.0,1,90,4.33,within an hour
The Boxer Boston Junior Suite Accessible,The Boxer Hotel,Downtown,Private room,482,1,4,0.09,3,347,0,1.0,1,90,4.0,within an hour
The Boxer Traditional Accessible King,The Boxer Hotel,Downtown,Private room,368,1,34,0.74,3,352,6,1.0,1,90,4.5,within an hour
"Blueground | Downtown, doorman, nr chinatown t",Blueground,Downtown,Entire home/apt,291,32,0,0.0,369,179,0,1.0,1,99,4.7,within an hour
Sutton Comfort Bedroom 2,Elisio,Mattapan,Private room,68,1,106,1.6,2,111,0,1.0,1,0,4.55,a few days or more
Cozy Room in Beacon Hill/MIT/MGH. Walk Everywhere!,Sophia,West End,Private room,88,30,11,0.33,6,93,2,1.0,1,100,3.82,within a day
Delightful Beacon Hill 1 Bed | 1 Bath,Kaitlyn,Beacon Hill,Entire home/apt,165,29,28,0.44,3,265,4,1.0,1,100,4.79,within an hour
1863 House Bed and  Breakfast M307 Room 1,Marie,South End,Private room,210,3,63,0.98,6,101,12,1.0,1,100,4.83,within a few hours
Spacious & Beautiful Entire Apt in Boston,Dawn-Marie,Dorchester,Entire home/apt,128,4,45,0.7,2,264,12,1.0,3,100,4.98,within an hour
Boston Brownstone Gem GREAT location on Silverline,Donna,South End,Entire home/apt,91,91,2,0.07,1,169,1,1.0,0,100,4.5,within a few hours
A Charming South End Apt with Private Garden!,Leigh,South End,Entire home/apt,325,3,32,0.49,1,106,18,1.0,1,100,4.75,within a few hours
Spacious 1st Floor Private Room Close to Downtown,Teresa & Jonathan,Roxbury,Private room,60,29,23,0.39,5,270,8,1.0,1,100,4.74,within an hour
14P.T | The Grand View | 5BR 2B w/AC | Twin Room,Lance,Dorchester,Private room,49,30,2,0.21,58,200,2,2.0,1,87,5.0,within a few hours
14P.P | The Grand View | 5BR 2B w/AC | Parlor Room,Lance,Dorchester,Private room,73,30,2,0.03,58,164,0,2.0,1,87,5.0,within a few hours
14P.M | The Grand View | 5BR 2B w/AC | Master Room,Lance,Dorchester,Private room,63,30,6,0.14,58,314,3,2.0,1,87,4.67,within a few hours
"Clean, Contemporary Escape | Near T",Daniel,Roxbury,Entire home/apt,329,30,18,0.27,2,288,12,3.0,4,100,4.78,within an hour
Spacious Egleston Square 2 bedroom (dog friendly),Mary,Roxbury,Entire home/apt,243,2,16,0.29,3,5,0,2.0,2,100,4.88,within an hour
"Blueground | Downtown, gym, doorman, nr chinatown",Blueground,Chinatown,Entire home/apt,303,32,0,0.0,369,289,0,1.0,1,99,4.7,within an hour
230B2.2 | The Roseclair Redline | AC & W/D | Rm #2,Lance,Dorchester,Private room,61,30,14,0.23,58,293,2,1.0,1,87,4.57,within a few hours
230B2.3 | The Roseclair Redline | AC & W/D | Rm #3,Lance,Dorchester,Private room,65,30,3,0.05,58,101,0,1.0,1,87,3.67,within a few hours
"Blueground | Downtown, doorman, nr boston common",Blueground,Downtown,Entire home/apt,211,32,0,0.0,369,221,0,1.0,0,99,4.7,within an hour
14P.Y | The Grand View | 5BR 2B w/AC | Yellow Room,Lance,Dorchester,Private room,60,29,6,0.1,58,258,2,2.0,1,87,4.5,within a few hours
Riverway the best of Boston and Brookline!,Isaac,Mission Hill,Entire home/apt,176,91,0,0.0,1,358,0,1.0,2,100,4.7,Unknown
"Blueground | Back Bay, gym, doorman, nr mall",Blueground,Back Bay,Entire home/apt,325,32,1,0.02,369,201,0,1.0,1,99,4.0,within an hour
"Blueground | Back Bay, gym, doorman, nr Esplanade",Blueground,Back Bay,Entire home/apt,327,32,1,0.03,369,356,0,1.0,1,99,5.0,within an hour
Amazing 3 Bed Close To Boston With Parking & Yard,Edward,Roslindale,Entire home/apt,101,29,14,0.32,12,269,1,1.0,3,100,4.29,within an hour
Awesome 3 Bed Close To Boston With Parking,Edward,Roslindale,Entire home/apt,199,29,2,0.04,12,90,0,1.0,3,100,5.0,within an hour
Home Sweet Home,Jeffery,Dorchester,Entire home/apt,176,91,4,0.07,2,104,1,1.0,3,100,4.25,within a few hours
"Blueground | Beacon Hill, nr boston common",Blueground,Beacon Hill,Entire home/apt,246,32,0,0.0,369,0,0,1.0,1,99,4.7,within an hour
"Blueground | Beacon Hill, nr mass state house",Blueground,Beacon Hill,Entire home/apt,223,32,0,0.0,369,292,0,1.0,1,99,4.7,within an hour
Single Family 4 BR / 2 BA - Walk Everywhere,Molly,Roslindale,Entire home/apt,350,29,0,0.0,1,80,0,2.0,4,100,4.7,within a few hours
New England Victorian Oasis,Andre,Hyde Park,Private room,65,2,44,0.68,5,362,3,3.0,1,100,4.8,within an hour
The Jazzy Airbnb,Fredrick,Roxbury,Private room,48,1,313,4.84,1,268,70,1.0,1,100,4.65,within an hour
Bright and Spacious,Francisco,Jamaica Plain,Private room,122,2,71,1.15,5,296,7,1.0,1,100,4.7,within an hour
Bright and comfortable,Francisco,Jamaica Plain,Private room,166,2,53,0.85,5,308,2,1.0,1,100,4.85,within an hour
Contemporary home  in Historic Back Bay Boston,Claire,Back Bay,Entire home/apt,963,3,68,2.56,1,224,27,3.5,3,100,4.96,within an hour
Boston Three Bedroom Apartment,Antonio,Dorchester,Entire home/apt,300,29,3,0.09,7,288,2,1.0,3,100,4.33,within an hour
Charming 3 bedroom suite in the heart of Boston,Dung,Dorchester,Entire home/apt,233,1,187,3.8,1,158,26,1.0,3,100,4.71,within an hour
Designed 1st Floor Furnished Bedroom by Downtown,Teresa & Jonathan,Roxbury,Private room,58,29,23,0.38,5,297,7,1.0,1,100,4.78,within an hour
"Blueground | Allston, laundry in basement",Blueground,Brighton,Entire home/apt,227,32,1,0.02,369,277,0,1.0,2,99,3.0,within an hour
"Blueground | Allston, laundry in basement",Blueground,Brighton,Entire home/apt,242,32,0,0.0,369,197,0,1.0,2,99,4.7,within an hour
"4br SouthBoston free parkg nrBeach, 6 min>BCEC",Maureen,South Boston,Entire home/apt,289,2,192,5.67,1,241,66,1.0,4,100,4.88,within an hour
Cute Boston Condo | Near T,Daniel,Dorchester,Entire home/apt,569,30,5,0.08,2,304,0,4.0,7,100,5.0,Unknown
Soaring Oasis | near South End,Daniel,Roxbury,Entire home/apt,434,30,16,0.25,6,320,2,3.0,5,100,4.88,within an hour
Expansive Luxury Triplex | near T,Daniel,Roxbury,Entire home/apt,560,30,11,0.17,6,320,2,5.0,7,100,4.55,within an hour
230B1.1 | The Dorset Redline | 3BR 1B w/AC | Rm #1,Lance,Dorchester,Private room,51,30,5,0.11,58,321,0,1.0,1,87,4.0,within a few hours
230B1.2 | The Dorset Redline | 3BR 1B w/AC | Rm #2,Lance,Dorchester,Private room,60,30,6,0.12,58,293,0,1.0,1,87,4.33,within a few hours
High-floor Luxury Building with River Views by MGH,Jim,West End,Private room,110,29,24,0.52,3,298,11,1.0,1,100,4.83,within an hour
Comfy Spacious Room Near Harvard BS,Reina,Allston,Private room,83,3,136,2.74,2,37,31,1.0,1,100,4.93,within an hour
Comfy Room Near Harvard BS,Reina,Allston,Private room,76,3,110,2.13,2,39,9,1.0,1,100,4.87,within an hour
"* NEW Listing * A True GEM in South End , Boston!!",Santo,South End,Entire home/apt,290,1,169,2.84,2,318,20,1.0,1,100,4.65,within an hour
The Bostonian Victorian,Osman,Dorchester,Entire home/apt,205,91,3,0.08,1,291,0,1.0,3,86,5.0,within an hour
Fort Point Corner of Windows brick & beam loft,Walker,South Boston Waterfront,Entire home/apt,125,57,5,0.13,1,165,1,1.0,0,100,4.8,within an hour
Back Bay a few blocks from Boston Public Garden,Michelle,Back Bay,Entire home/apt,130,32,1,0.02,12,329,0,1.0,0,93,5.0,within a few hours
4BR - Visit Boston Like a Local!,Megan,Charlestown,Entire home/apt,330,12,4,0.09,1,72,2,2.5,4,100,5.0,within a few hours
Best of Boston GreenTurtle Houseboat on the Harbor,Karen,Charlestown,Entire home/apt,319,2,69,1.16,3,269,11,1.0,1,100,4.81,within an hour
New Decor! Cozy Modern Renovated Private Suite!,Mary,Roxbury,Entire home/apt,148,2,237,4.04,2,252,44,1.0,1,100,4.72,within an hour
Lovely Boston Back Bay/BVTownhouse  Heartof City,Francine,Bay Village,Entire home/apt,215,91,0,0.0,1,209,0,2.5,2,100,4.7,within an hour
Cozy Bedroom for you!,Dawn,Charlestown,Private room,99,29,1,0.03,3,365,0,2.0,1,60,3.0,within a day
MODERN DOWNTOWN STUDIO,Billy,Downtown,Entire home/apt,216,91,1,0.05,3,285,0,1.0,0,88,2.0,within a day
"Blueground | Downtown, doorman, nr green line",Blueground,Downtown,Entire home/apt,211,32,0,0.0,369,207,0,1.0,0,99,4.7,within an hour
Historic Brownstone with Modern Amenities.,Rebecca,Roxbury,Entire home/apt,803,29,60,1.0,2,83,0,1.0,1,96,4.75,within an hour
Charming 1 bed S End Freshly painted new mattress!,Maja,South End,Entire home/apt,248,4,16,1.13,2,254,11,1.0,1,100,5.0,within an hour
Travelers Choice Best of Bos Green Turtle II Yacht,Karen,Charlestown,Entire home/apt,443,2,75,1.25,3,304,5,2.0,2,100,4.81,within an hour
"Blueground | Back Bay, gym, nr esplanade",Blueground,Back Bay,Entire home/apt,412,32,0,0.0,369,0,0,1.0,1,99,4.7,within an hour
ONE Bedroom in the Back Bay on Commonwealth Ave,Michelle,Back Bay,Entire home/apt,173,32,0,0.0,7,365,0,1.0,0,65,4.7,within a day
Modern Style Cozy Private Apt,Bleuty,Roslindale,Entire home/apt,95,2,230,3.88,1,178,45,1.0,1,100,4.69,within an hour
Cozy Apartment in Historic Beacon Hill Area,Atif,Beacon Hill,Entire home/apt,278,1,304,5.18,1,98,30,1.0,1,90,4.69,within a few hours
"Spacious 1Bed, Boston Coll, Elevator, Roof Deck",Kama,Brighton,Entire home/apt,155,30,1,0.02,39,331,0,1.0,1,99,5.0,within an hour
"Blueground | Seaport, gym, pool, & doorman",Blueground,South Boston Waterfront,Entire home/apt,298,32,0,0.0,369,338,0,1.0,1,99,4.7,within an hour
"Blueground | Seaport, gym, pool, & doorman",Blueground,South Boston Waterfront,Entire home/apt,319,32,0,0.0,369,308,0,1.0,1,99,4.7,within an hour
"Blueground | Seaport, gym, pool, & doorman",Blueground,South Boston Waterfront,Entire home/apt,301,32,0,0.0,369,325,0,1.0,1,99,4.7,within an hour
NONE SMOKING ROOM K:Spacious & SUPER SAFE & QUIET,Mimi,Dorchester,Private room,55,29,4,0.07,3,262,0,0.0,1,50,5.0,within a day
Non smoking Room S:Specious Super Safe QuietClean,Mimi,Dorchester,Private room,47,29,17,0.29,3,262,2,1.0,1,50,4.71,within a day
Ultra Comfy Modern in the Center of the South End,Jessica Brooke,South End,Entire home/apt,150,29,11,0.24,4,38,3,1.0,1,100,4.82,within a few hours
Clean & Modern Apt Close to Public Transportation,Jessica Brooke,Jamaica Plain,Entire home/apt,100,29,16,0.41,4,31,3,1.0,1,100,4.44,within a few hours
Pvt. Bedroom & Bath | Co-Live by Thatch™ | 33 #1B,Thatch,Roxbury,Private room,58,30,4,0.15,57,209,3,1.0,1,100,5.0,within an hour
Stylish 2-bedroom JP Pondside Pad,Milo,Jamaica Plain,Entire home/apt,306,2,68,1.17,2,121,9,1.0,2,100,4.53,within an hour
"Blueground | Downtown, doorman, nr boston common",Blueground,Downtown,Entire home/apt,233,32,0,0.0,369,15,0,1.0,0,99,4.7,within an hour
"Blueground | Seaport, gym, pool, & doorman",Blueground,South Boston Waterfront,Entire home/apt,329,32,0,0.0,369,200,0,1.0,1,99,4.7,within an hour
"Blueground | Seaport, gym, pool, & doorman",Blueground,South Boston Waterfront,Entire home/apt,330,32,0,0.0,369,315,0,1.0,1,99,4.7,within an hour
Cozy Studio,Paul,Brighton,Entire home/apt,60,91,7,0.14,1,76,2,1.0,0,100,4.71,Unknown
Cozy apartment in the lively heart of Boston,Noha,North End,Entire home/apt,199,30,23,0.4,1,241,0,1.0,1,0,4.43,a few days or more
3 Bed 1.5 Bath - Longwood Medical Area / NEU,Kat,Mission Hill,Entire home/apt,140,29,0,0.0,14,49,0,1.5,3,100,4.7,within a few hours
FOUND Boston Common - Queen Room,FOUND Hotel,Downtown,Private room,294,1,523,9.01,2,365,62,1.0,1,83,4.4,within an hour
FOUND Boston Common - Double Queen Room,FOUND Hotel,Downtown,Private room,277,1,518,8.93,2,321,47,1.0,1,83,4.55,within an hour
(A) Cozy & comfortable room in Allston,Wendy,Allston,Private room,85,91,2,0.04,9,292,0,2.0,1,90,5.0,within a few hours
"(H) Cozy bedroom near Harvard, MIT & BU",Wendy,Allston,Private room,54,91,4,0.09,9,268,1,2.0,1,90,4.75,within a few hours
"(G) Cozy room near Harvard, MIT, BU",Wendy,Allston,Private room,53,91,6,0.13,9,240,2,2.0,1,90,4.83,within a few hours
"Luxury apt w/ sauna & deck | by airport, downtown",Jacob F,East Boston,Entire home/apt,271,7,151,2.67,1,178,52,2.0,2,100,4.87,within an hour
Large Loft Steps From Boston Common | Short Stays,Sean,Downtown,Entire home/apt,513,1,331,5.79,46,65,79,2.0,3,100,4.61,within an hour
Luxury Furnished Loft near Park Street Station,Sean,Downtown,Entire home/apt,399,1,288,5.03,46,76,64,1.0,2,100,4.58,within an hour
Downtown Luxury | Students Welcome | W/D in unit,Sean,Downtown,Entire home/apt,641,2,276,4.81,46,76,59,2.0,4,100,4.61,within an hour
Tribeca chic | 2 BR w/private patio,Philip,East Boston,Entire home/apt,246,2,222,3.92,2,62,38,1.5,2,100,4.79,within an hour
Luxury Loft | Boston Common | Monthly Discount,Sean,Downtown,Entire home/apt,623,1,331,5.77,46,65,95,2.0,3,100,4.55,within an hour
Travelers Choice Award GreenTurtle Houseboat Ste 2,Karen,Charlestown,Entire home/apt,319,1,14,0.25,3,330,1,1.0,1,100,4.71,within an hour
Beautiful Two Bedroom near Prudential Center,Furnished Quarters,Fenway,Entire home/apt,275,32,0,0.0,44,165,0,2.0,2,100,4.7,within an hour
